Map,Half,CT Score,TR Score,Players JSON,Date,Match ID
de_mirage,First Half,3,12,"[{""name"": ""ljuenna_ex"", ""kills"": 28, ""deaths"": 11, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 13, ""deaths"": 13, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 3, ""deaths"": 15, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 2, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""cabana"", ""kills"": 23, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 14, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 14, ""deaths"": 10, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 7, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-27,33
de_mirage,Second Half,4,10,"[{""name"": ""_hell"", ""kills"": 19, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""cabana"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 5, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 33, ""deaths"": 8, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 15, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 5, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 3, ""deaths"": 7, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-27,33
de_nuke,First Half,4,11,"[{""name"": ""_hell"", ""kills"": 14, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""cabana"", ""kills"": 14, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 8, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 6, ""deaths"": 14, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 22, ""deaths"": 7, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 22, ""deaths"": 10, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Bang Bang"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 4, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-27,34
de_nuke,Second Half,3,12,"[{""name"": ""Barkas"", ""kills"": 16, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 12, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 7, ""deaths"": 14, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 6, ""deaths"": 14, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 5, ""deaths"": 15, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""cabana"", ""kills"": 21, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 16, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""keep calm"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇫"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-27,34
de_cache_v2,First Half,4,11,"[{""name"": ""keep calm"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 12, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 11, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""cabana"", ""kills"": 10, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 4, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 25, ""deaths"": 8, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 14, ""deaths"": 8, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Bang Bang"", ""kills"": 8, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-28,35
de_cache_v2,Second Half,5,2,"[{""name"": ""Bang Bang"", ""kills"": 16, ""deaths"": 3, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 14, ""deaths"": 4, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 6, ""deaths"": 6, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 5, ""deaths"": 6, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 8, ""deaths"": 5, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 4, ""deaths"": 7, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 2, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-28,35
de_inferno,First Half,3,12,"[{""name"": ""_hell"", ""kills"": 15, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 13, ""deaths"": 14, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""poopies__"", ""kills"": 5, ""deaths"": 14, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 5, ""deaths"": 13, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 30, ""deaths"": 9, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""Suux"", ""kills"": 18, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Charlie Kirk"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""т г а с к"", ""kills"": 3, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-28,36
de_inferno,Second Half,4,0,"[{""name"": ""ljuenna_ex"", ""kills"": 10, ""deaths"": 2, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 4, ""deaths"": 1, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 4, ""deaths"": 2, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""т г а с к"", ""kills"": 2, ""deaths"": 0, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Charlie Kirk"", ""kills"": 0, ""deaths"": 3, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 1, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 1, ""deaths"": 4, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 0, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-28,36
de_dust2,First Half,4,11,"[{""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 11, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""АFК"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 2, ""deaths"": 0, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 17, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 16, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Chilly"", ""kills"": 14, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""#CuTe Kristi"", ""kills"": 11, ""deaths"": 6, ""flag"": ""🇲"", ""team"": ""TR""}, {""name"": ""SeaL"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-28,37
de_dust2,Second Half,4,4,"[{""name"": ""Chilly"", ""kills"": 12, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 10, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""#CuTe Kristi"", ""kills"": 8, ""deaths"": 5, ""flag"": ""🇲"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 4, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""SeaL"", ""kills"": 4, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""n1-Kaneki"", ""kills"": 11, ""deaths"": 5, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 7, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 6, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 4, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-28,37
de_nuke,First Half,10,5,"[{""name"": ""OBBE_ex"", ""kills"": 18, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 16, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 11, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""SeaL"", ""kills"": 7, ""deaths"": 7, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 12, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Chilly"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇪"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 5, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 1, ""deaths"": 13, ""flag"": ""🇳"", ""team"": ""TR""}]",2025-09-28,38
de_inferno,First Half,4,11,"[{""name"": ""_hell"", ""kills"": 13, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 12, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""SeaL"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 5, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 0, ""deaths"": 15, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 21, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Chilly"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 12, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 11, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 5, ""deaths"": 8, ""flag"": ""🇪"", ""team"": ""TR""}]",2025-09-28,38
de_inferno,Second Half,4,11,"[{""name"": ""Suux"", ""kills"": 14, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 11, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Chilly"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 3, ""deaths"": 14, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""boggel"", ""kills"": 22, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""vitamin-C"", ""kills"": 22, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 15, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 10, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""SeaL"", ""kills"": 7, ""deaths"": 8, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-28,39
de_tuscan,First Half,5,10,"[{""name"": ""_hell"", ""kills"": 12, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 12, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""Meemaw"", ""kills"": 8, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""chaewon"", ""kills"": 0, ""deaths"": 1, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 21, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""WHY SO EZ"", ""kills"": 11, ""deaths"": 12, ""flag"": ""🇸"", ""team"": ""TR""}, {""name"": ""n1-Kaneki"", ""kills"": 9, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""vitamin-C"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-29,39
de_tuscan,Second Half,5,1,"[{""name"": ""Suux"", ""kills"": 9, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 8, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 3, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""n1-Kaneki"", ""kills"": 6, ""deaths"": 2, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""WHY SO EZ"", ""kills"": 5, ""deaths"": 4, ""flag"": ""🇸"", ""team"": ""CT""}, {""name"": ""chaewon"", ""kills"": 7, ""deaths"": 6, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 3, ""deaths"": 7, ""flag"": ""🇪"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 3, ""deaths"": 6, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Meemaw"", ""kills"": 3, ""deaths"": 6, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 1, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-29,40
de_train,First Half,3,12,"[{""name"": ""n1-Kaneki"", ""kills"": 11, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""АFК"", ""kills"": 4, ""deaths"": 14, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""Meemaw"", ""kills"": 3, ""deaths"": 14, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 22, ""deaths"": 5, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 17, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 14, ""deaths"": 6, ""flag"": ""🇪"", ""team"": ""TR""}, {""name"": ""t2 el mariachi"", ""kills"": 11, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 10, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-29,40
de_train,Second Half,4,0,"[{""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 1, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 6, ""deaths"": 2, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""t2 el mariachi"", ""kills"": 5, ""deaths"": 0, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""a乄3"", ""kills"": 1, ""deaths"": 2, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""n1-Kaneki"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 1, ""deaths"": 4, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""Meemaw"", ""kills"": 0, ""deaths"": 4, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-29,41
de_inferno,First Half,8,7,"[{""name"": ""employeeoftheyear"", ""kills"": 22, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 14, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 10, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 4, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 24, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""#CuTe Kristi"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Charlie Kirk"", ""kills"": 2, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 1, ""deaths"": 1, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-29,41
de_inferno,Second Half,8,7,"[{""name"": ""ljuenna_ex"", ""kills"": 29, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""a乄3"", ""kills"": 14, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 10, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""#CuTe Kristi"", ""kills"": 9, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Charlie Kirk"", ""kills"": 5, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 23, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 17, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""vitamin-C"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-29,42
de_mirage,First Half,5,10,"[{""name"": ""ljuenna_ex"", ""kills"": 22, ""deaths"": 11, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 5, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 4, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 19, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 10, ""deaths"": 13, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 10, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Charlie Kirk"", ""kills"": 6, ""deaths"": 9, ""flag"": ""🇳"", ""team"": ""TR""}]",2025-09-29,42
de_mirage,Second Half,5,10,"[{""name"": ""employeeoftheyear"", ""kills"": 16, ""deaths"": 13, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""a乄3"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 10, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Charlie Kirk"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 26, ""deaths"": 10, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 13, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""vitamin-C"", ""kills"": 8, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 5, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-29,43
de_dust2,First Half,9,6,"[{""name"": ""Bang Bang"", ""kills"": 15, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 14, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 11, ""deaths"": 9, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""Suux"", ""kills"": 10, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 6, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 16, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 10, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 5, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-29,43
